ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,canonical_data_type,in_scope,n_rows,n_nonnull,null_pct,measurement_name_like,date_name_like,count_name_like,boolean_name_like,sample_values,distinct_norm,n_with_alpha,n_with_units,n_numeric_parseable,n_unparseable,n_boolean_like_values,boolean_value_subset,n_date_parseable,timestamp_has_subday
1044,cnln_clin_n_entities,BIGINT,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BIGINT,True,10871,10871,0.0,False,False,True,False,0 | 1 | 2 | 3 | 4,,,,,,,,,
1045,cnln_clin_any_positive,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,10871,0.0,False,False,True,True,False | True,,,,,,,,,
1046,cnln_clin_avg_confidence,DOUBLE,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,DOUBLE,True,10871,137,98.74,False,False,False,False,0.95 | 0.935 | 0.9 | 0.85 | 1.0,,,,,,,,,
1047,cnln_novel_positive_flag,BOOLEAN,verified,derivation_cervical_ln_multi_source_mig111_113_path_us,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). cnln_* vs cervical_ln clinical events/rollup + path + imaging modalities.,BOOLEAN,True,10871,10871,0.0,False,False,False,True,False | True,,,,,,,,,
1050,recurrence_laterality,VARCHAR,verified,derivation_vs_canonical_recurrence_resolved_v1,mig_138_patient_master_recurrence_response_cluster_20260429, | mig_138 recurrence cluster (Lane 28). Extended recurrence_site_* / pathology / staging rollups sourced from mig_125 resolved family + pathology spine; `recurrence_histology_v2` cleared from Lane 22 pathology defer bucket.,VARCHAR,True,10871,57,99.476,False,False,False,False,right | left | midline,3.0,57.0,0.0,0.0,57.0,0.0,False,0.0,
1054,followup_recovery_method,VARCHAR,verified,patient_level_aggregate_followup_per_source,mig_141_patient_master_survival_cluster_20260429, | mig_141 survival cluster (Lane 30). Follow-up stack vs Script 233/218 union + canonical_survival_followup_v1 spine (not naive equality to days_from_first_surgery_to_last_contact alone); DATE-typed calendar anchors for followup_or_death_date per feedback_clinical_dates_calendar_only.,VARCHAR,True,10871,10861,0.092,False,False,False,False,op_sheet_data | nlp_cervical_ln_detail | original | nlp_past_surgical_hx | nlp_tirads_granular,19.0,10861.0,0.0,0.0,10861.0,0.0,False,0.0,
1055,nucmed_tg_max,DOUBLE,verified,derivation_vs_canonical_labs_thyroglobulin_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM-stim tg/tgab (Lane 37). Regex parse from NM `lab_summary`/`scan_present` + Script 347 `canonical_labs_thyroglobulin_v1` for `nucmed_tgab_max` / `_source` pathways (detail_table_registry feeds).,DOUBLE,True,10871,274,97.48,True,False,False,False,0.9 | 0.3 | 28.4 | 0.5 | 0.1,,,,,,,,,
1056,nucmed_tg_min,DOUBLE,verified,derivation_vs_canonical_labs_thyroglobulin_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM-stim tg/tgab (Lane 37). Regex parse from NM `lab_summary`/`scan_present` + Script 347 `canonical_labs_thyroglobulin_v1` for `nucmed_tgab_max` / `_source` pathways (detail_table_registry feeds).,DOUBLE,True,10871,274,97.48,True,False,False,False,0.9 | 0.3 | 13.0 | 0.5 | 0.1,,,,,,,,,
1057,nucmed_n_tsh_values,INTEGER,verified,derivation_vs_canonical_labs_tsh_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM TSH (Lane 37). Parses TSH embedded in NM `lab_summary` text (218/219 regex). Stimulation threshold BOOLEAN uses **30 mIU/L** parity with `_nucmed_labs_parsed_v1.tsh_is_stimulated`. Cross-check against `canonical_labs_tsh_v1` is secondary for **NM-derived** subsets.,INTEGER,True,10871,447,95.888,True,False,True,False,1 | 2 | 0 | 3 | 4,,,,,,,,,
1058,nucmed_n_tg_values,INTEGER,verified,derivation_vs_canonical_labs_thyroglobulin_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM-stim tg/tgab (Lane 37). Regex parse from NM `lab_summary`/`scan_present` + Script 347 `canonical_labs_thyroglobulin_v1` for `nucmed_tgab_max` / `_source` pathways (detail_table_registry feeds).,INTEGER,True,10871,447,95.888,True,False,True,False,1 | 2 | 0 | 3 | 4,,,,,,,,,
1059,nucmed_n_tgab_values,INTEGER,verified,derivation_vs_canonical_labs_thyroglobulin_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM-stim tg/tgab (Lane 37). Regex parse from NM `lab_summary`/`scan_present` + Script 347 `canonical_labs_thyroglobulin_v1` for `nucmed_tgab_max` / `_source` pathways (detail_table_registry feeds).,INTEGER,True,10871,447,95.888,False,False,True,False,0,,,,,,,,,
1060,nucmed_first_scan_with_labs,DATE,verified,patient_level_aggregate_nucmed_per_scan,mig_147_patient_master_nucmed_imaging_cluster_20260429," | mig_147 stim scan linkage (Lane 37). **`nucmed_first_scan_with_labs`/`_last_scan_with_labs`**: DATE-intent rollup from **`scandate`** as persisted (**VARCHAR** on CPM) — CF-mig147-PM-NUCMED-DATE-VARCHAR. **`nucmed_lab_source`** literal `nuclear_med.lab_summary`. | mig_147b (2026-04-29): VARCHAR -> DATE retype (CF-mig147-PM-NUCMED-DATE-VARCHAR CLOSED). Source format MM/DD/YY (2-digit year); per Logan-ratified reference_2digit_year_convention.md 20YY rule applied (06 -> 2006, 25 -> 2025). All 447+447 non-null values parseable. Pre-snapshot in archive_pub_v1_0.canonical_patient_master_pre_mig146b_147b_dates_20260429.",DATE,True,10871,447,95.888,False,False,False,False,2024-04-09 | 2024-12-05 | 2020-07-23 | 2023-07-13 | 2023-04-18,,,,,,,,,
1061,nucmed_last_scan_with_labs,DATE,verified,patient_level_aggregate_nucmed_per_scan,mig_147_patient_master_nucmed_imaging_cluster_20260429," | mig_147 stim scan linkage (Lane 37). **`nucmed_first_scan_with_labs`/`_last_scan_with_labs`**: DATE-intent rollup from **`scandate`** as persisted (**VARCHAR** on CPM) — CF-mig147-PM-NUCMED-DATE-VARCHAR. **`nucmed_lab_source`** literal `nuclear_med.lab_summary`. | mig_147b (2026-04-29): VARCHAR -> DATE retype (CF-mig147-PM-NUCMED-DATE-VARCHAR CLOSED). Source format MM/DD/YY (2-digit year); per Logan-ratified reference_2digit_year_convention.md 20YY rule applied (06 -> 2006, 25 -> 2025). All 447+447 non-null values parseable. Pre-snapshot in archive_pub_v1_0.canonical_patient_master_pre_mig146b_147b_dates_20260429.",DATE,True,10871,447,95.888,False,False,False,False,2024-04-09 | 2024-12-05 | 2020-07-23 | 2023-07-13 | 2023-05-04,,,,,,,,,
1063,ct_indication_first,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",VARCHAR,True,10871,3034,72.091,False,False,False,False,"Neck trauma. Fall from back of truck. | Chest pain, elevated D-dimer. | Dysphagia. 4 months of anterior neck fullness, positional dyspnea, and dysphagi… | MVC. Blunt trauma. | Head/neck cancer, staging, Metastatic thyroid cancer, C73-Thyroid cancer (CMS/H…",2417.0,3032.0,62.0,1.0,3033.0,0.0,False,0.0,
1064,ct_indication_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",VARCHAR,True,10871,3034,72.091,False,False,False,False,"Persistent cough for one month | pulmonary nodule | thyroid cancer | LARGE MNG. Goiter, nontoxic, multinodular | Head/neck cancer, staging, Metastatic thyroid cancer, C73-Thyroid cancer (CMS/H…",2440.0,3033.0,78.0,0.0,3034.0,0.0,False,0.0,
1065,ct_first_date,DATE,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",DATE,True,10871,3023,72.192,False,True,False,False,2016-04-28 | 2023-06-23 | 2023-11-07 | 2021-01-14 | 2023-03-20,,,,,,,,,
1066,ct_last_date,DATE,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",DATE,True,10871,3023,72.192,False,True,False,False,2022-02-04 | 2024-05-24 | 2024-10-16 | 2023-01-27 | 2023-03-20,,,,,,,,,
1067,ct_exam_type_first,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",VARCHAR,True,10871,3034,72.091,False,False,False,False,CT neck without contrast | CT chest with contrast | CT neck with contrast | CT chest without contrast | Other,33.0,3034.0,0.0,0.0,3034.0,0.0,False,0.0,
1068,ct_contrast_first,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",VARCHAR,True,10871,3034,72.091,False,False,False,False,No | Yes,2.0,3034.0,0.0,0.0,3034.0,2.0,True,0.0,
1069,ct_thyroid_details_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",VARCHAR,True,10871,2246,79.34,False,False,False,False,"There is a left thyroid goiter in the lower neck, with mass effect on the lower… | Left lobe, papillary microcarcinoma and nodular hyperplasia; Right lobe, nodula… | Incompletely imaged enlarged thyroid with curvilinear calcifications in the lef… | Hypoplastic appearance of the thyroid gland. There appears to be some residual … | Left thyroid nodule measures 4 x 4 cm.",2240.0,2246.0,1454.0,0.0,2246.0,0.0,False,0.0,
1070,ct_ln_details_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",VARCHAR,True,10871,2268,79.137,False,False,False,False,"There is no axillary, hilar or mediastinal lymphadenopathy. | No intrathoracic adenopathy. | No pathologic appearing cervical lymph nodes. | Adrenal nodule in the superior mediastinum, inferior to the thyroid and superio… | Shotty cervical chain lymph nodes. No pathologically enlarged adenopathy.",1348.0,2268.0,594.0,0.0,2268.0,0.0,False,0.0,
1071,ct_ln_locations_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",VARCHAR,True,10871,904,91.684,False,False,False,False,"mediastinal | cervical chain | bilateral hilar, mediastinal | left neck base, level IV station | level II right, mediastinal",476.0,904.0,0.0,0.0,904.0,0.0,False,0.0,
1072,ct_airway_compromise_any,BOOLEAN,verified,patient_level_aggregate_ct_per_exam,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Patient-level BOOL_OR / presence rules over structured `ct_imaging` fields replayed against CPM (`pathologic_lymph_nodes` flag for ct_pathologic_ln_any). Uniformity quirks: CF-mig145-CT-AIRWAY-COMMENT-PROXY, CF-mig145-CT-TRACHEAL-NOTMENTIONED-OVERREACH (see migration header); NULL semantics when no CT rollup.",BOOLEAN,True,10871,3034,72.091,False,False,False,True,True | False,,,,,,,,,
1073,ct_airway_comment_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",VARCHAR,True,10871,991,90.884,False,False,False,False,"There is a left thyroid goiter in the lower neck, with mass effect on the lower… | There is mild narrowing and rightward deviation of the trachea secondary to mas… | The trachea is deviated to the right and the minimum diameter is approximately … | Posterior right pharyngeal wall is displaced anteriorly by mass effect from the… | The enlarged thyroid gland displaces the trachea slightly to the right with mil…",983.0,991.0,231.0,0.0,991.0,0.0,False,0.0,
1074,ct_thyroid_postsurgical_any,BOOLEAN,verified,patient_level_aggregate_ct_per_exam,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Patient-level BOOL_OR / presence rules over structured `ct_imaging` fields replayed against CPM (`pathologic_lymph_nodes` flag for ct_pathologic_ln_any). Uniformity quirks: CF-mig145-CT-AIRWAY-COMMENT-PROXY, CF-mig145-CT-TRACHEAL-NOTMENTIONED-OVERREACH (see migration header); NULL semantics when no CT rollup.",BOOLEAN,True,10871,3034,72.091,False,False,False,True,False | True,,,,,,,,,
1075,ct_thyroid_not_visualized_any,BOOLEAN,verified,patient_level_aggregate_ct_per_exam,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Patient-level BOOL_OR / presence rules over structured `ct_imaging` fields replayed against CPM (`pathologic_lymph_nodes` flag for ct_pathologic_ln_any). Uniformity quirks: CF-mig145-CT-AIRWAY-COMMENT-PROXY, CF-mig145-CT-TRACHEAL-NOTMENTIONED-OVERREACH (see migration header); NULL semantics when no CT rollup.",BOOLEAN,True,10871,3034,72.091,False,False,False,True,False | True,,,,,,,,,
1076,ct_thyroid_heterogeneous_any,BOOLEAN,verified,patient_level_aggregate_ct_per_exam,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Patient-level BOOL_OR / presence rules over structured `ct_imaging` fields replayed against CPM (`pathologic_lymph_nodes` flag for ct_pathologic_ln_any). Uniformity quirks: CF-mig145-CT-AIRWAY-COMMENT-PROXY, CF-mig145-CT-TRACHEAL-NOTMENTIONED-OVERREACH (see migration header); NULL semantics when no CT rollup.",BOOLEAN,True,10871,3034,72.091,False,False,False,True,False | True,,,,,,,,,
1077,ct_thyroid_other_abnormality_any,BOOLEAN,verified,patient_level_aggregate_ct_per_exam,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Patient-level BOOL_OR / presence rules over structured `ct_imaging` fields replayed against CPM (`pathologic_lymph_nodes` flag for ct_pathologic_ln_any). Uniformity quirks: CF-mig145-CT-AIRWAY-COMMENT-PROXY, CF-mig145-CT-TRACHEAL-NOTMENTIONED-OVERREACH (see migration header); NULL semantics when no CT rollup.",BOOLEAN,True,10871,3034,72.091,False,False,False,True,False | True,,,,,,,,,
1078,ct_thyroid_normal_any,BOOLEAN,verified,patient_level_aggregate_ct_per_exam,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Patient-level BOOL_OR / presence rules over structured `ct_imaging` fields replayed against CPM (`pathologic_lymph_nodes` flag for ct_pathologic_ln_any). Uniformity quirks: CF-mig145-CT-AIRWAY-COMMENT-PROXY, CF-mig145-CT-TRACHEAL-NOTMENTIONED-OVERREACH (see migration header); NULL semantics when no CT rollup.",BOOLEAN,True,10871,3034,72.091,False,False,False,True,False | True,,,,,,,,,
1079,ct_thyroid_nodule_any,BOOLEAN,verified,patient_level_aggregate_ct_per_exam,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Patient-level BOOL_OR / presence rules over structured `ct_imaging` fields replayed against CPM (`pathologic_lymph_nodes` flag for ct_pathologic_ln_any). Uniformity quirks: CF-mig145-CT-AIRWAY-COMMENT-PROXY, CF-mig145-CT-TRACHEAL-NOTMENTIONED-OVERREACH (see migration header); NULL semantics when no CT rollup.",BOOLEAN,True,10871,3034,72.091,False,False,False,True,True | False,,,,,,,,,
1080,ct_thyroid_enlarged_any,BOOLEAN,verified,patient_level_aggregate_ct_per_exam,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Patient-level BOOL_OR / presence rules over structured `ct_imaging` fields replayed against CPM (`pathologic_lymph_nodes` flag for ct_pathologic_ln_any). Uniformity quirks: CF-mig145-CT-AIRWAY-COMMENT-PROXY, CF-mig145-CT-TRACHEAL-NOTMENTIONED-OVERREACH (see migration header); NULL semantics when no CT rollup.",BOOLEAN,True,10871,3034,72.091,False,False,False,True,True | False,,,,,,,,,
1081,ct_pathologic_ln_any,BOOLEAN,verified,patient_level_aggregate_ct_per_exam,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Patient-level BOOL_OR / presence rules over structured `ct_imaging` fields replayed against CPM (`pathologic_lymph_nodes` flag for ct_pathologic_ln_any). Uniformity quirks: CF-mig145-CT-AIRWAY-COMMENT-PROXY, CF-mig145-CT-TRACHEAL-NOTMENTIONED-OVERREACH (see migration header); NULL semantics when no CT rollup.",BOOLEAN,True,10871,2821,74.05,False,False,False,True,True | False,,,,,,,,,
1082,pet_other_n_exams,INTEGER,verified,derivation_vs_canonical_pet_other_rollups_v219,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET-Other cohort: ct_imaging rows in the misc `Other` exam_type bucket recovered via Script 219 Task 2 Regex staging into `_pet_other_recovered_v1`/`_pet_other_rollup_v1`, merged onto CPM in Script 219 Step 6.3.",INTEGER,True,10871,72,99.338,False,False,True,False,1 | 2,,,,,,,,,
