ordinal_position,column_name,data_type,verification_status,verification_method,batch_id,registry_notes,n_rows,null_or_blank,non_null,distinct_raw,distinct_norm,leading_trailing_rows,repeated_ws_rows,non_lower_rows,top_norm_count,norm_groups_with_raw_variants,null_pct,top_norm_pct_of_nonnull,norm_distinct_pct_of_nonnull,column_class,semantic_family,is_enum_candidate,rare_value_count,drift_issue_count
1064,ct_indication_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",10871,7837,3034,2506,2440,0,64,2643,99,46,72.091,3.263,80.422,high_cardinality_text,other,False,0,0
1067,ct_exam_type_first,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",10871,7837,3034,33,33,0,0,3034,1492,0,72.091,49.176,1.088,controlled_vocab_candidate,other,True,25,25
1068,ct_contrast_first,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",10871,7837,3034,2,2,0,0,3034,2090,0,72.091,68.886,0.066,controlled_vocab_candidate,molecular,True,0,0
1069,ct_thyroid_details_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",10871,8625,2246,2240,2240,39,24,2175,4,0,79.34,0.178,99.733,free_text_or_identifier,other,False,0,0
1070,ct_ln_details_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",10871,8603,2268,1348,1348,11,19,2250,399,0,79.137,17.593,59.436,high_cardinality_text,other,False,0,0
1071,ct_ln_locations_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",10871,9967,904,476,476,0,0,413,130,0,91.684,14.381,52.655,high_cardinality_text,other,False,0,0
1073,ct_airway_comment_last,VARCHAR,verified,derivation_vs_canonical_ct_imaging_v1,mig_145_patient_master_ct_imaging_cluster_20260429," | mig_145 CT cluster (Lane 35). Non-boolean rollups (MIN/MAX exam DATE, DISTINCT exam counts, first-exam contrast/type, STRING_AGG/indication + last-exam thyroid/LN/airway TEXT, MAX LN short-axis mm) replayed vs main.ct_imaging with 219 ct_only exam filter + script 219 staging; calendar dates are DATE; NULL where no CT roll-up.",10871,9880,991,983,983,2,0,958,3,0,90.884,0.303,99.193,free_text_or_identifier,other,False,0,0
1085,pet_other_indication_first,VARCHAR,verified,derivation_vs_canonical_pet_other_rollups_v219,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET-Other cohort: ct_imaging rows in the misc `Other` exam_type bucket recovered via Script 219 Task 2 Regex staging into `_pet_other_recovered_v1`/`_pet_other_rollup_v1`, merged onto CPM in Script 219 Step 6.3.",10871,10799,72,70,70,0,8,70,3,0,99.338,4.167,97.222,high_cardinality_text,other,False,0,0
1088,pet_other_exam_type,VARCHAR,verified,derivation_vs_canonical_pet_other_rollups_v219,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET-Other cohort: ct_imaging rows in the misc `Other` exam_type bucket recovered via Script 219 Task 2 Regex staging into `_pet_other_recovered_v1`/`_pet_other_rollup_v1`, merged onto CPM in Script 219 Step 6.3.",10871,10799,72,2,2,0,0,72,70,0,99.338,97.222,2.778,controlled_vocab_candidate,other,True,0,0
1089,pet_other_extraction_method,VARCHAR,verified,derivation_vs_canonical_pet_other_rollups_v219,mig_146_patient_master_mri_pet_imaging_cluster_20260429," | mig_146 PET-Other cohort: ct_imaging rows in the misc `Other` exam_type bucket recovered via Script 219 Task 2 Regex staging into `_pet_other_recovered_v1`/`_pet_other_rollup_v1`, merged onto CPM in Script 219 Step 6.3.",10871,10799,72,1,1,0,0,0,72,0,99.338,100.0,1.389,degenerate_single_value,provenance,True,0,0
1090,nucmed_indication_first,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429," | mig_147 NM cluster (Lane 37). Patient-level aggregates replay `main.nuclear_med` + DISTINCT ON rollup (207/219): `nucmed_n_scans`, stratified indications, LIST_SORT-style STRING_AGG for `nucmed_scan_types`.",10871,9751,1120,892,892,0,6,0,61,0,89.697,5.446,79.643,high_cardinality_text,other,False,0,0
1091,nucmed_indication_last,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429," | mig_147 NM cluster (Lane 37). Patient-level aggregates replay `main.nuclear_med` + DISTINCT ON rollup (207/219): `nucmed_n_scans`, stratified indications, LIST_SORT-style STRING_AGG for `nucmed_scan_types`.",10871,9751,1120,897,897,0,5,0,48,0,89.697,4.286,80.089,high_cardinality_text,other,False,0,0
1092,nucmed_impression_last,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM impressions (Lane 37). LAST_VALUE / DISTINCT ON `nucmed_impression_*`/`nucmed_findings_*` keyed by parsed scan DATE; `nucmed_n_with_impression` counts rows with LENGTH>5.,10871,10036,835,718,718,0,126,0,77,0,92.319,9.222,85.988,high_cardinality_text,other,False,0,0
1093,nucmed_findings_last,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 NM impressions (Lane 37). LAST_VALUE / DISTINCT ON `nucmed_impression_*`/`nucmed_findings_*` keyed by parsed scan DATE; `nucmed_n_with_impression` counts rows with LENGTH>5.,10871,9985,886,835,835,0,118,0,8,0,91.85,0.903,94.244,high_cardinality_text,other,False,0,0
1103,nucmed_overall_assessment,VARCHAR,verified,derivation_vs_canonical_nucmed_nuclear_med_v1,mig_147_patient_master_nucmed_imaging_cluster_20260429, | mig_147 `nucmed_overall_assessment` (Lane 37). Severity ladder ranks exam-level classes then applies MAX rank → patient VARCHAR (`metastasis_mentioned`/`NED`/`thyroid_bed_only`/`other`).,10871,9723,1148,4,4,0,0,278,742,0,89.44,64.634,0.348,controlled_vocab_candidate,other,True,0,0
1108,lnus_indication_first,VARCHAR,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,10871,10811,60,57,56,0,2,56,3,1,99.448,5.0,93.333,high_cardinality_text,other,False,0,0
1109,lnus_impression_last,VARCHAR,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,10871,10814,57,56,56,3,44,57,2,0,99.476,3.509,98.246,high_cardinality_text,other,False,0,0
1113,lnus_source,VARCHAR,verified,derivation_us_lymph_node_surface_mig117,mig_133_patient_master_lymph_node_cluster_20260429, | mig_133 lymph_node cluster (Lane 24). lnus_* vs canonical_us_lymph_node_v2 + CPM staging context.,10871,10810,61,1,1,0,0,61,61,0,99.439,100.0,1.639,degenerate_single_value,provenance,True,0,0
1114,nsqip_operation_date,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9610,1261,918,918,0,0,0,5,0,88.4,0.397,72.799,date_or_timestamp_text,other,False,0,0
1115,nsqip_match_method,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9610,1261,4,4,0,0,1261,1075,0,88.4,85.25,0.317,controlled_vocab_candidate,provenance,True,2,2
1119,nsqip_first_readmission_date,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10842,29,29,29,0,0,0,1,0,99.733,3.448,100.0,date_or_timestamp_text,other,False,0,0
1120,nsqip_hypocalcemia,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9928,943,3,3,0,0,943,857,0,91.326,90.88,0.318,controlled_vocab_candidate,other,True,0,0
1121,nsqip_hypocalcemia_predischarge,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9926,945,3,3,0,0,945,913,0,91.307,96.614,0.317,controlled_vocab_candidate,other,True,1,1
1122,nsqip_hypocalcemia_postdischarge,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9928,943,3,3,0,0,943,857,0,91.326,90.88,0.318,controlled_vocab_candidate,other,True,0,0
1123,nsqip_hypocalcemia_event,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10182,689,2,2,0,0,689,656,0,93.662,95.21,0.29,controlled_vocab_candidate,other,True,0,0
1124,nsqip_hypocalcemia_event_type,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10838,33,5,5,0,0,33,13,0,99.696,39.394,15.152,controlled_vocab_candidate,other,True,0,0
1125,nsqip_iv_calcium,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10614,257,3,3,0,0,257,243,0,97.636,94.553,1.167,controlled_vocab_candidate,other,True,0,0
1126,nsqip_calcium_checked,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9926,945,2,2,0,0,945,745,0,91.307,78.836,0.212,controlled_vocab_candidate,other,True,0,0
1127,nsqip_pth_checked,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9928,943,2,2,0,0,943,814,0,91.326,86.32,0.212,controlled_vocab_candidate,other,True,0,0
1128,nsqip_calcium_vitd_replacement,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9926,945,4,4,0,0,945,478,0,91.307,50.582,0.423,controlled_vocab_candidate,other,True,0,0
1129,nsqip_calcium_vitd_last_check,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10614,257,5,5,0,0,257,102,0,97.636,39.689,1.946,controlled_vocab_candidate,other,True,0,0
1130,nsqip_hypocalcemia_last_check,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10614,257,3,3,0,0,257,243,0,97.636,94.553,1.167,controlled_vocab_candidate,other,True,0,0
1131,nsqip_rln_injury,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9925,946,6,6,0,0,946,843,0,91.298,89.112,0.634,controlled_vocab_candidate,other,True,1,1
1132,nsqip_neck_hematoma,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9925,946,7,7,0,0,946,920,0,91.298,97.252,0.74,controlled_vocab_candidate,other,True,2,2
1135,nsqip_discharge_destination,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9623,1248,6,6,0,0,1248,826,0,88.52,66.186,0.481,controlled_vocab_candidate,other,True,4,4
1136,nsqip_death_30d,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9626,1245,2,2,0,0,1245,1244,0,88.548,99.92,0.161,controlled_vocab_candidate,recurrence_survival,True,1,1
1139,nsqip_inpatient_outpatient,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9610,1261,2,2,0,0,1261,1073,0,88.4,85.091,0.159,controlled_vocab_candidate,other,True,0,0
1141,nsqip_cpt_description,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9610,1261,6,6,0,0,1261,689,0,88.4,54.639,0.476,controlled_vocab_candidate,other,True,0,0
1142,nsqip_primary_indication,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9927,944,12,12,0,0,944,294,0,91.316,31.144,1.271,controlled_vocab_candidate,other,True,1,1
1143,nsqip_operative_approach,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10377,494,1,1,0,0,494,494,0,95.456,100.0,0.202,degenerate_single_value,other,True,0,0
1144,nsqip_central_neck_dissection,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9925,946,3,3,0,0,946,697,0,91.298,73.679,0.317,controlled_vocab_candidate,other,True,1,1
1145,nsqip_lateral_neck_dissection,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10614,257,2,2,0,0,257,218,0,97.636,84.825,0.778,controlled_vocab_candidate,other,True,0,0
1146,nsqip_vessel_sealant,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,10181,690,2,2,0,0,690,591,0,93.653,85.652,0.29,controlled_vocab_candidate,other,True,0,0
1147,nsqip_rln_monitoring,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9927,944,2,2,0,0,944,730,0,91.316,77.331,0.212,controlled_vocab_candidate,other,True,0,0
1148,nsqip_drain_usage,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9921,950,2,2,0,0,950,666,0,91.261,70.105,0.211,controlled_vocab_candidate,treatment,True,0,0
1149,nsqip_tobacco_use,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9610,1261,2,2,0,0,1261,1116,0,88.4,88.501,0.159,controlled_vocab_candidate,other,True,0,0
1150,nsqip_heart_failure,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9610,1261,2,2,0,0,1261,1234,0,88.4,97.859,0.159,controlled_vocab_candidate,other,True,0,0
1151,nsqip_copd,VARCHAR,verified,external_registry_nsqip_study_linkage_on_cpm,mig_130_patient_master_operative_cluster_20260429, | mig_130 operative cluster (Lane 22). nsqip_* study/registry join columns.,10871,9610,1261,2,2,0,0,1261,1239,0,88.4,98.255,0.159,controlled_vocab_candidate,other,True,0,0
